bac_id,chrNo,cyto,bac_start,bac_end,bac_size,is_CNV_targetting,is_chr20_targetting
BAC76_K21,20,20p13,1146842,1219848,73006,-,yes
BAC240_A10,20,20p13,1159237,1236651,77414,-,-
BAC198_E12,20,20p13,1207044,1290428,83384,-,-
BAC52_P13,20,20p13,1216431,1347883,131452,-,yes
BAC80_D05,20,20p13,1216431,1324621,108190,-,-
BAC191_K06,20,20p13,1236725,1328657,91932,-,-
BAC25_F08,20,20p13,1236737,1320376,83639,-,-
BAC168_B22,20,20p13,1271113,1366004,94891,-,yes
BAC113_F11,20,BAC113-M13R_F11_070.ab1,1376905,1475750,98845,-,-
BAC26_N18,20,20p13,1414734,1601037,186303,yes,yes
BAC113_E14,20,20p13,1422809,1518963,96154,yes,-
BAC118_L13,20,20p13,1458390,1610314,151924,yes,yes
BAC238_B06,20,20p13,1468037,1558175,90138,yes,-
BAC229_F05,20,20p13,1476087,1565893,89806,yes,-
BAC33_H16,20,20p13,1476586,1583292,106706,yes,-
BAC230_H14,20,20p13,1476588,1607365,130777,yes,-
BAC107_B15,20,20p13,1619844,1711173,91329,-,yes
BAC228_K04,20,20p13,1619849,1701372,81523,-,-
BAC1_N22,20,20p13,1647234,1740676,93442,-,-
BAC20_B19,20,20p13,1647253,1752700,105447,-,yes
BAC11_B07,20,BAC11-T7_B07_004.ab1,1712123,1801989,89866,-,-
BAC92_K15,20,20p13,1796488,1896787,100299,-,yes
BAC36_G02,20,20p13,1907298,2062552,155254,-,yes
BAC220_D07,20,20p13,1911171,2026393,115222,-,-
BAC231_D23,20,20p13,1960458,2103543,143085,-,-
BAC15_A01,20,20p13,2027511,2146358,118847,-,-
BAC69_K23,20,20p13,2049536,2152841,103305,-,-
BAC39_C17,20,20p13,2056953,2168144,111191,-,yes
BAC151_D17,20,20p13,2097849,2186581,88732,-,-
BAC32_N18,20,20p13,2115306,2224993,109687,-,yes
BAC90_K13,20,20p13,2217437,2320749,103312,-,yes
BAC232_J06,20,20p13,2244608,2344156,99548,-,-
BAC209_J04,20,20p13,2245272,2320722,75450,-,-
BAC161_G02,20,20p13,2258899,2362630,103731,-,-
BAC63_D24,20,20p13,2270384,2347779,77395,-,-
BAC226_D09,20,20p13,2296820,2384955,88135,-,yes
BAC233_J06,20,20p13,2344149,2412611,68462,-,-
BAC106_K14,20,20p13,2362664,2449615,86951,-,yes
BAC11_L06,20,20p13,2418658,2511778,93120,-,yes
BAC63_A04,20,20p13,2463669,2567374,103705,-,-
BAC14_G01,20,20p13,2476428,2606052,129624,-,-
BAC133_O22,20,20p13,2483332,2570984,87652,-,-
BAC133_A23,20,20p13,2494971,2585451,90480,-,-
BAC89_D14,20,20p13,2494971,2631073,136102,-,yes
BAC33_D19,20,20p13,2494971,2596990,102019,-,-
BAC194_E11,20,20p13,2494971,2631073,136102,-,-
BAC132_M19,20,20p13,2522582,2614524,91942,-,-
BAC64_B18,20,20p13,2527079,2665341,138262,-,-
BAC150_C18,20,20p13,2534647,2630091,95444,-,-
BAC242_D01,20,20p13,2534919,2631122,96203,-,-
BAC46_A01,20,20p13,2537845,2658809,120964,-,-
BAC168_J14,20,20p13,2553392,2671034,117642,-,-
BAC177_L15,20,20p13,2567560,2685974,118414,-,yes
BAC125_C24,20,20p13,2640519,2816484,175965,-,yes
BAC34_L04,20,20p13,2696390,2810648,114258,-,-
BAC59_I12,20,20p13,2709297,2835011,125714,-,yes
BAC41_G20,20,20p13,2830997,2942907,111910,-,yes
BAC219_J07,20,20p13,2835005,2925583,90578,-,-
BAC4_J12,20,BAC4-M13R_J12_086.ab1,2884807,2990543,105736,-,-
BAC171_H07,20,20p13,3012330,3142424,130094,-,yes
BAC32_K06,20,20p13,3073819,3210094,136275,-,-
BAC242_A12,20,20p13,3074104,3204084,129980,-,-
BAC112_M03,20,20p13,3078830,3184274,105444,-,-
BAC33_I05,20,20p13,3142423,3234283,91860,-,yes
BAC116_J02,20,20p13,3208401,3329631,121230,-,yes
BAC78_K11,20,20p13,3250521,3329632,79111,-,yes
BAC41_D01,20,20p13,3348842,3443968,95126,-,yes
BAC70_C04,20,20p13,3424059,3538835,114776,-,yes
BAC91_I02,20,20p13,3477798,3572317,94519,-,-
BAC109_E03,20,20p13,3510612,3607783,97171,-,-
BAC6_J07,20,20p13,3538829,3645999,107170,-,yes
BAC247_H06,20,20p13,3541859,3635761,93902,-,-
BAC100_M02,20,20p13,3566255,3694529,128274,-,yes
BAC108_C08,20,20p13,3566262,3657912,91650,-,-
BAC208_F19,20,BAC208-M13R_F19_006.ab1,3667469,3769886,102417,-,-
BAC165_M22,20,20p13,3755125,3849699,94574,-,yes
BAC219_P03,20,20p13,3796170,3880101,83931,-,yes
BAC85_P14,20,BAC85-T7_P14_032.ab1,3852865,3950787,97922,-,-
BAC62_K15,20,BAC62-T7_K15_045.ab1,3937951,4080177,142226,-,-
BAC230_A23,20,20p13,3953696,4057283,103587,-,yes
BAC158_M13,20,20p13,3953708,4075131,121423,-,yes
BAC157_G13,20,20p13,3968792,4064919,96127,-,-
BAC249_L17,20,20p13,3968792,4075130,106338,-,-
BAC169_D23,20,20p13,3969975,4057303,87328,-,-
BAC57_G02,20,20p13,4057297,4149665,92368,-,yes
BAC20_G07,20,20p13,4149661,4252783,103122,-,yes
BAC127_H15,20,20p13,4198804,4288343,89539,-,yes
BAC138_N21,20,BAC138-M13R_N21_050.ab1,4301282,4409555,108273,-,-
BAC219_L14,20,20p13,4375313,4456232,80919,-,yes
BAC161_O20,20,20p13,4516857,4589802,72945,-,yes
BAC125_J18,20,20p13,4550005,4653734,103729,-,-
BAC55_B23,20,20p13,4566134,4664709,98575,-,-
BAC130_N01,20,20p13,4582117,4692850,110733,-,yes
BAC95_O08,20,20p13,4589878,4693759,103881,-,-
BAC111_E10,20,20p13,4589974,4693507,103533,-,-
BAC82_P06,20,20p13,4591079,4692850,101771,-,-
BAC176_C14,20,20p13,4598258,4677642,79384,-,-
BAC172_O16,20,20p13,4618606,4705611,87005,-,yes
REBAC194_B12,20,REBAC194-T7_B12_085.ab1,4635132,4753259,118127,-,-
BAC151_E17,20,20p13,4767310,4893478,126168,-,yes
BAC41_I21,20,20p13,4779838,4918659,138821,-,-
BAC69_D10,20,20p13,4820082,4918659,98577,-,-
BAC9_B20,20,20p13,4843231,4961583,118352,-,yes
BAC64_E03,20,BAC64-T7_E03_035.ab1,4968729,5049132,80403,-,-
BAC195_N05,20,20p13-20p12.3,4985950,5086580,100630,-,yes
BAC207_L06,20,20p13-20p12.3,4999784,5082599,82815,-,-
BAC127_K22,20,20p12.3,5032605,5123724,91119,-,-
BAC146_J15,20,20p12.3,5082798,5184300,101502,-,yes
BAC157_L15,20,20p12.3,5116728,5200407,83679,-,-
BAC106_O09,20,20p12.3,5179794,5278580,98786,-,yes
BAC61_G08,20,20p12.3,5292700,5380729,88029,-,yes
BAC64_F21,20,20p12.3,5293545,5366618,73073,-,-
BAC38_J23,20,BAC38-T7_J23_070.ab1,5326014,5453163,127149,-,-
BAC59_G17,20,20p12.3,5392971,5528691,135720,-,yes
BAC248_H09,20,20p12.3,5479230,5564879,85649,-,yes
BAC85_D15,20,BAC85-T7_D15_042.ab1,5549094,5656341,107247,-,-
BAC251_J16,20,BAC251-M13R_J16_054.ab1,5660613,5749416,88803,-,-
BAC149_H16,20,20p12.3,5672692,5749447,76755,-,yes
BAC144_D18,20,20p12.3,5680284,5790529,110245,-,-
BAC152_P03,20,20p12.3,5695138,5802416,107278,-,-
BAC36_L24,20,20p12.3,5701832,5794908,93076,-,-
BAC146_I08,20,20p12.3,5714640,5802417,87777,-,-
BAC95_M22,20,20p12.3,5731313,5864572,133259,-,yes
BAC171_B20,20,20p12.3,5827095,5924009,96914,-,yes
BAC119_F17,20,20p12.3,5871847,6002349,130502,-,yes
BAC152_B08,20,20p12.3,5877471,6002293,124822,-,-
BAC247_G23,20,20p12.3,5931640,6018230,86590,-,-
BAC34_O22,20,20p12.3,5977078,6066675,89597,-,yes
BAC248_J13,20,20p12.3,6044582,6144067,99485,-,yes
BAC65_B17,20,20p12.3,6189499,6282901,93402,-,yes
BAC135_F12,20,20p12.3,6193931,6282901,88970,-,-
BAC62_J02,20,20p12.3,6215804,6342782,126978,-,yes
BAC109_A08,20,20p12.3,6311822,6445799,133977,-,yes
BAC91_C21,20,20p12.3,6364680,6481530,116850,-,-
BAC211_L18,20,BAC211-M13R_L18_101.ab1,6396231,6491604,95373,-,-
BAC211_O18,20,20p12.3,6396232,6491429,95197,-,yes
BAC38_H20,20,BAC38-M13R_H20_028.ab1,6629688,6718628,88940,-,-
BAC198_L07,20,20p12.3,6705296,6792811,87515,-,yes
BAC202_A08,20,20p12.3,6801192,6896054,94862,-,yes
BAC22_F05,20,20p12.3,6842000,6926719,84719,-,yes
BAC243_O11,20,20p12.3,6999940,7099276,99336,-,yes
BAC147_I02,20,20p12.3,7310631,7407868,97237,-,yes
BAC232_F12,20,20p12.3,7310874,7394450,83576,-,-
BAC73_D13,20,20p12.3,7324652,7435677,111025,-,-
BAC28_P15,20,20p12.3,7352697,7441306,88609,-,yes
BAC29_L03,20,BAC29-T7_L03_046.ab1,7419665,7574053,154388,-,-
BAC248_C12,20,20p12.3,7555438,7665436,109998,-,yes
BAC170_C07,20,20p12.3,7592304,7706429,114125,-,-
BAC142_N06,20,20p12.3,7641246,7730171,88925,-,-
BAC247_E13,20,20p12.3,7651654,7745576,93922,-,yes
BAC125_M20,20,20p12.3,7809848,7907244,97396,-,yes
BAC134_D24,20,20p12.3,7829450,7907244,77794,-,-
BAC102_D09,20,20p12.3,7860425,7995213,134788,-,yes
BAC214_A12,20,20p12.3,7975702,8061683,85981,-,yes
BAC124_E07,20,20p12.3,7997136,8094813,97677,-,-
BAC115_P14,20,20p12.3,8027227,8141856,114629,-,yes
BAC160_G04,20,20p12.3,8134006,8221390,87384,-,-
BAC22_O11,20,20p12.3,8139305,8230859,91554,-,yes
BAC231_D13,20,20p12.3,8286851,8374849,87998,-,yes
BAC133_H22,20,20p12.3,8304670,8389401,84731,-,-
BAC251_A13,20,BAC251-M13R_A13_001.ab1,8311282,8384884,73602,-,-
BAC66_L07,20,20p12.3,8374844,8458685,83841,-,yes
BAC180_O16,20,20p12.3,8515245,8612106,96861,-,yes
BAC116_A07,20,20p12.3,8592320,8684335,92015,-,yes
BAC62_C20,20,BAC62-T7_C20_025.ab1,8669561,8761023,91462,-,-
BAC155_K05,20,20p12.3,8707534,8797732,90198,-,yes
BAC125_M21,20,20p12.3,8729375,8823726,94351,-,-
BAC187_P07,20,20p12.3,8768933,8850915,81982,-,yes
BAC218_C17,20,20p12.3-20p12.2,8896371,9011104,114733,-,yes
BAC235_N18,20,20p12.3-20p12.2,8937623,9062605,124982,-,yes
BAC27_A11,20,20p12.2,9018902,9121654,102752,-,yes
BAC97_B18,20,20p12.2,9064795,9215225,150430,-,yes
BAC27_B10,20,20p12.2,9064795,9192610,127815,-,-
BAC177_E07,20,20p12.2,9123613,9207647,84034,-,-
BAC191_G01,20,20p12.2,9135164,9257861,122697,-,-
BAC169_D06,20,20p12.2,9150758,9257861,107103,-,-
BAC139_L13,20,20p12.2,9171099,9257861,86762,-,-
BAC143_E21,20,20p12.2,9192678,9291270,98592,-,yes
BAC163_G19,20,BAC163-T7_G19_011.ab1,9223032,9304272,81240,-,-
BAC233_D09,20,20p12.2,9297574,9369516,71942,-,yes
BAC57_H02,20,20p12.2,9378278,9557157,178879,-,yes
BAC176_N15,20,20p12.2,9417688,9531295,113607,-,-
BAC65_B10,20,20p12.2,9458180,9590681,132501,-,yes
BAC104_A01,20,20p12.2,9564450,9674037,109587,-,yes
BAC86_O10,20,20p12.2,9639769,9650301,10532,-,-
BAC101_F14,20,BAC101-T7_F14_023.ab1,9653827,9754165,100338,-,-
BAC159_N12,20,20p12.2,9738425,9832372,93947,-,yes
BAC65_K13,20,BAC65-M13R_K13_015.ab1,9874235,10005724,131489,-,-
BAC37_D05,20,20p12.2,9887201,10005760,118559,-,yes
BAC234_N08,20,20p12.2,9929665,10020924,91259,-,-
BAC197_N14,20,20p12.2,9932698,10030302,97604,-,-
BAC114_L07,20,20p12.2,9975306,10061440,86134,-,-
BAC48_G04,20,20p12.2,9975322,10081596,106274,-,-
BAC104_C20,20,BAC104-M13R_C20_025.ab1,9996643,1009338,-8987305,-,-
BAC83_M14,20,20p12.2,10005751,10083481,77730,-,yes
BAC235_P04,20,20p12.2,10174495,10257494,82999,-,yes
BAC60_M13,20,20p12.2,10209989,10320478,110489,-,-
BAC27_D15,20,20p12.2,10223724,10314890,91166,-,-
BAC76_N12,20,20p12.2,10256766,10359116,102350,-,yes
BAC230_D10,20,20p12.2,10257499,10341906,84407,-,-
BAC37_F11,20,20p12.2,10264876,10355671,90795,-,-
BAC195_O02,20,20p12.2,10266979,10355677,88698,-,-
BAC86_I02,20,20p12.2,10266993,10407118,140125,-,-
BAC249_K23,20,20p12.2,10327157,10413812,86655,-,-
BAC71_O17,20,20p12.2,10347607,10454062,106455,-,yes
BAC191_A11,20,20p12.2,10359131,10465709,106578,-,-
BAC125_N23,20,20p12.2,10384998,10481456,96458,-,-
BAC64_C24,20,20p12.2,10407148,10502539,95391,-,yes
BAC190_N02,20,20p12.2,10407148,10487491,80343,-,-
BAC168_H22,20,20p12.2,10476137,10584904,108767,-,-
BAC116_H04,20,20p12.2,10477731,10569968,92237,-,-
BAC144_I03,20,20p12.2,10487789,10584904,97115,-,-
BAC101_L24,20,20p12.2,10494094,10617762,123668,-,yes
BAC220_J06,20,20p12.2,10502532,10584901,82369,-,-
BAC86_O12,20,20p12.2,10532761,10669012,136251,-,-
BAC247_K09,20,20p12.2,10566085,10662978,96893,-,-
BAC132_D07,20,20p12.2,10571348,10657616,86268,-,-
BAC235_M12,20,20p12.2,10571348,10649601,78253,-,-
BAC51_B06,20,20p12.2,10593538,10693442,99904,-,yes
BAC131_O20,20,20p12.2,10634056,10719870,85814,-,-
BAC246_A01,20,20p12.2,10740711,10818756,78045,-,yes
BAC126_G22,20,20p12.2,10780629,10894533,113904,-,yes
BAC41_M08,20,20p12.2,10836124,10950690,114566,-,yes
BAC130_M15,20,BAC130-M13R_M15_049.ab1,10883366,10971485,88119,-,-
BAC239_H22,20,BAC239-M13R_H22_061.ab1,10991963,11091963,100000,-,-
BAC239_K22,20,20p12.2,11012743,11091963,79220,-,yes
BAC151_C24,20,20p12.2,11025065,11116390,91325,-,-
BAC167_D01,20,20p12.2,11072677,11158301,85624,-,yes
BAC184_I05,20,20p12.2,11334787,11468925,134138,-,yes
BAC140_D16,20,20p12.2,11340449,11451769,111320,-,-
BAC36_N05,20,20p12.2,11365241,11468951,103710,-,-
BAC237_M24,20,20p12.2,11419191,11498497,79306,-,-
BAC75_I05,20,20p12.2,11451766,11546519,94753,-,yes
BAC250_L14,20,20p12.2,11514917,11595617,80700,-,yes
BAC225_L15,20,20p12.2,11556734,11650405,93671,-,yes
BAC218_D10,20,20p12.2,11628143,11705988,77845,-,-
BAC56_E12,20,20p12.2,11634657,11743418,108761,-,yes
BAC63_K24,20,20p12.2,11743412,11848160,104748,-,yes
BAC251_B12,20,BAC251-M13R_B12_082.ab1,11753278,11835982,82704,-,-
BAC169_J09,20,20p12.2-20p12.1,11889525,11963355,73830,-,yes
BAC220_L02,20,20p12.1,11931056,12014985,83929,-,yes
BAC12_J17,20,20p12.1,12004911,12098854,93943,-,yes
BAC155_P20,20,20p12.1,12088091,12173548,85457,-,yes
BAC86_F23,20,20p12.1,12127159,12229395,102236,-,yes
BAC94_O06,20,BAC94-M13R_O06_095.ab1,12217918,12322559,104641,-,-
BAC103_L16,20,20p12.1,12240895,12330337,89442,-,yes
BAC133_M18,20,20p12.1,12329098,12405907,76809,-,yes
BAC211_M12,20,20p12.1,12330580,12405449,74869,-,-
BAC248_L09,20,20p12.1,12397156,12483238,86082,-,-
BAC81_I19,20,20p12.1,12405090,12556300,151210,-,yes
BAC156_H11,20,20p12.1,12421709,12508378,86669,-,-
BAC220_F13,20,20p12.1,12424028,12514808,90780,-,-
BAC165_M10,20,20p12.1,12524717,12613032,88315,-,yes
BAC232_G09,20,BAC232-M13R_G09_043.ab1,12526387,12647679,121292,-,-
REBAC190_D20,20,REBAC190-T7_D20_026.ab1,12619314,12717654,98340,-,-
BAC238_B18,20,20p12.1,12656007,12745068,89061,-,yes
BAC53_L04,20,20p12.1,12660287,12804634,144347,-,yes
BAC236_E04,20,20p12.1,12776464,12849758,73294,-,-
BAC50_M09,20,20p12.1,12791855,12892426,100571,-,yes
BAC208_J09,20,20p12.1,12913003,12995378,82375,-,yes
BAC144_C15,20,20p12.1,12921490,13038438,116948,-,yes
BAC185_D11,20,BAC185-T7_D11_076.ab1,13007226,13099881,92655,-,-
BAC175_K05,20,20p12.1,13058551,13143166,84615,-,yes
BAC133_L08,20,20p12.1,13075987,13212669,136682,-,yes
BAC148_D10,20,20p12.1,13129485,13207573,78088,-,-
BAC118_M07,20,20p12.1,13143286,13212670,69384,-,yes
BAC27_H05,20,20p12.1,13212672,13288966,76294,-,yes
BAC203_F07,20,20p12.1,13221987,13314277,92290,-,-
BAC46_I22,20,20p12.1,13221992,13320223,98231,-,-
BAC37_H17,20,20p12.1,13253259,13361245,107986,-,yes
BAC67_H24,20,20p12.1,13291860,13398814,106954,-,yes
BAC201_J01,20,BAC201-M13R_J01_008.ab1,13437947,13520457,82510,-,-
BAC45_F23,20,BAC45-T7_F23_068.ab1,13556315,13634124,77809,-,-
BAC49_F23,20,20p12.1,13572979,13704374,131395,-,yes
BAC168_F07,20,20p12.1,13619869,13633519,13650,-,-
BAC119_O24,20,20p12.1,13634164,13769855,135691,-,yes
BAC167_H16,20,20p12.1,13769847,13912010,142163,-,yes
BAC70_J11,20,20p12.1,13798605,13880887,82282,-,-
BAC53_I23,20,20p12.1,13877597,13988692,111095,-,yes
BAC82_J21,20,20p12.1,13912191,14042403,130212,-,-
BAC108_P09,20,20p12.1,13977165,14057160,79995,-,yes
BAC83_F14,20,20p12.1,13989560,14103349,113789,-,yes
BAC21_D20,20,20p12.1,14057792,14223204,165412,-,yes
BAC139_I15,20,20p12.1,14067461,14164977,97516,-,-
BAC123_O22,20,20p12.1,14117096,14229107,112011,-,-
BAC217_B04,20,20p12.1,14133420,14266291,132871,-,-
BAC124_A14,20,20p12.1,14135325,14223213,87888,-,-
BAC245_E22,20,BAC245-M13R_E22_053.ab1,14220421,14303931,83510,-,-
BAC86_H16,20,20p12.1,14220422,14303815,83393,-,yes
BAC201_L13,20,BAC201-M13R_L13_016.ab1,14223206,14321689,98483,-,-
BAC67_D18,20,20p12.1,14223207,14310197,86990,-,-
BAC175_A10,20,20p12.1,14223207,14321720,98513,-,yes
BAC48_H22,20,BAC48-M13R_H22_064.ab1,14365842,14469725,103883,-,-
BAC174_I18,20,BAC174-M13R_I18_087.ab1,14469751,14562881,93130,-,-
BAC220_N08,20,20p12.1,14506483,14599550,93067,-,yes
BAC32_M01,20,20p12.1,14562908,14659126,96218,-,yes
BAC70_I12,20,20p12.1,14681966,14766128,84162,-,yes
BAC18_L16,20,20p12.1,14691117,14783222,92105,-,-
BAC86_O11,20,20p12.1,14726014,14879272,153258,-,yes
BAC83_F23,20,20p12.1,14793620,14880222,86602,-,-
BAC107_A13,20,20p12.1,14839435,14947576,108141,-,-
BAC119_E22,20,20p12.1,14865252,14989574,124322,-,yes
BAC85_N07,20,20p12.1,14946445,15052993,106548,-,yes
BAC157_L05,20,20p12.1,15081054,15165885,84831,-,yes
BAC114_P15,20,20p12.1,15100793,15190939,90146,-,-
BAC239_N01,20,20p12.1,15165881,15259514,93633,-,yes
BAC158_O23,20,20p12.1,15231596,15312065,80469,-,yes
BAC156_J14,20,20p12.1,15259541,15388128,128587,-,-
BAC81_M07,20,20p12.1,15275441,15402280,126839,-,yes
BAC141_J22,20,20p12.1,15375323,15472115,96792,-,yes
BAC76_B13,20,20p12.1,15542240,15645220,102980,-,yes
BAC29_M05,20,20p12.1,15597434,15710898,113464,-,-
BAC53_K23,20,20p12.1,15645214,15776454,131240,-,yes
BAC9_F08,20,20p12.1,15679948,15753113,73165,-,-
BAC180_H02,20,20p12.1,15723426,15810906,87480,-,yes
REBAC224_H24,20,REBAC224-M13R_H24_096.ab1,15753908,15831093,77185,-,-
BAC19_N15,20,20p12.1,15869973,15959241,89268,-,yes
BAC167_P14,20,20p12.1,15869984,15988918,118934,-,-
BAC57_F04,20,20p12.1,15925384,15996978,71594,-,-
BAC213_O19,20,20p12.1,15952140,16038131,85991,-,yes
BAC72_O05,20,BAC72-T7_O05_091.ab1,16043183,16155140,111957,-,-
BAC233_J21,20,20p12.1,16049706,16071604,21898,-,yes
BAC250_I05,20,20p12.1,16107679,16223653,115974,-,yes
BAC81_K08,20,20p12.1,16123101,16211760,88659,-,-
BAC233_K20,20,20p12.1,16171259,16263434,92175,-,-
BAC12_M10,20,20p12.1,16223645,16308397,84752,-,yes
BAC146_B04,20,20p12.1,16231510,16308400,76890,-,-
BAC28_J16,20,20p12.1,16257946,16381421,123475,-,-
BAC235_J09,20,20p12.1,16271369,16324187,52818,-,-
BAC26_J24,20,20p12.1,16274790,16388873,114083,-,yes
BAC110_M03,20,20p12.1,16311416,16433641,122225,-,yes
BAC247_G11,20,20p12.1,16432424,16559907,127483,-,yes
BAC144_B16,20,20p12.1,16472651,16605920,133269,-,-
BAC23_I12,20,20p12.1,16492111,16618598,126487,-,-
BAC117_P16,20,20p12.1,16536698,16653025,116327,-,yes
BAC161_G11,20,20p12.1,16578263,16669259,90996,-,-
BAC169_K13,20,20p12.1,16579621,16652253,72632,-,-
BAC158_F02,20,20p12.1,16616859,16735082,118223,-,yes
BAC58_J05,20,20p12.1,16721284,16795500,74216,-,yes
BAC136_B01,20,20p12.1,16735224,16824346,89122,-,yes
BAC14_H05,20,BAC14-T7_H05_076.ab1,16755568,16879395,123827,-,-
BAC71_B13,20,BAC71-M13R_B13_004.ab1,16929457,17054426,124969,-,-
BAC125_L19,20,20p12.1,16944819,17045804,100985,-,yes
BAC155_J20,20,20p12.1,16951414,17039275,87861,-,-
BAC132_A05,20,20p12.1,16962651,17055776,93125,-,-
BAC75_L11,20,20p12.1,16984394,17087305,102911,-,yes
BAC22_O09,20,20p12.1,17069823,17198836,129013,-,yes
BAC44_M08,20,20p12.1,17101660,17200027,98367,-,-
BAC53_C01,20,20p12.1,17107429,17221249,113820,-,-
BAC159_L06,20,20p12.1,17110468,17200129,89661,-,-
BAC161_P08,20,20p12.1,17119113,17208074,88961,-,-
BAC122_K05,20,20p12.1,17159530,17249452,89922,-,yes
REBAC181_J24,20,REBAC181-T7_J24_097.ab1,17262172,17365004,102832,-,-
BAC129_F14,20,20p12.1,17264108,17341581,77473,-,yes
BAC96_K10,20,20p12.1,17361234,17473469,112235,-,yes
BAC240_J06,20,20p12.1,17365033,17473469,108436,-,-
BAC16_A07,20,20p12.1,17407893,17499226,91333,-,-
BAC81_A09,20,20p12.1,17434096,17521952,87856,-,-
BAC88_I04,20,20p12.1,17437181,17523387,86206,-,yes
BAC178_N19,20,20p12.1,17520253,17640992,120739,-,yes
BAC148_C23,20,20p12.1,17520253,17607903,87650,-,-
BAC97_J09,20,20p12.1,17593432,17684146,90714,-,yes
BAC211_A16,20,BAC211-M13R_A16_051.ab1,17608710,17708440,99730,-,-
BAC154_K22,20,20p12.1-20p11.23,17703140,17830268,127128,-,yes
BAC96_D14,20,20p12.1-20p11.23,17753232,17880376,127144,-,yes
BAC53_F05,20,20p12.1-20p11.23,17753516,17866509,112993,-,-
BAC238_G09,20,20p11.23,17830597,17906649,76052,-,-
BAC83_A07,20,20p11.23,17830599,17933372,102773,-,yes
BAC249_F11,20,20p11.23,17899708,17999254,99546,-,-
BAC139_O07,20,20p11.23,17906865,18013638,106773,-,yes
BAC81_O21,20,20p11.23,17924699,18006521,81822,-,-
BAC125_J15,20,20p11.23,17974426,18091351,116925,-,yes
BAC118_P10,20,20p11.23,17974426,18065938,91512,-,-
BAC157_F22,20,20p11.23,17977586,18066994,89408,-,-
BAC35_N07,20,20p11.23,18039390,18171064,131674,-,yes
BAC179_M22,20,20p11.23,18122073,18215050,92977,-,-
BAC49_L07,20,20p11.23,18122074,18214982,92908,-,-
BAC86_B08,20,20p11.23,18162573,18263469,100896,-,yes
BAC228_O04,20,20p11.23,18175383,18321419,146036,-,-
BAC197_D06,20,20p11.23,18217624,18295981,78357,-,-
BAC237_G14,20,20p11.23,18217624,18325193,107569,-,yes
BAC233_J02,20,20p11.23,18242816,18317350,74534,-,-
BAC175_I16,20,20p11.23,18295991,18415185,119194,-,-
BAC36_P02,20,20p11.23,18295991,18525702,229711,-,yes
BAC219_B15,20,20p11.23,18348893,18457426,108533,-,-
BAC112_M01,20,20p11.23,18368952,18482704,113752,-,-
BAC42_P19,20,20p11.23,18368952,18517569,148617,-,-
BAC142_E03,20,20p11.23,18383050,18466893,83843,-,-
BAC57_N22,20,20p11.23,18426442,18521830,95388,-,-
BAC248_L21,20,20p11.23,18466970,18533209,66239,-,-
BAC87_K13,20,20p11.23,18466972,18582123,115151,-,-
BAC217_B20,20,20p11.23,18482748,18626777,144029,-,yes
BAC102_H03,20,20p11.23,18495860,18586335,90475,-,-
BAC180_C13,20,20p11.23,18498599,18585390,86791,-,-
BAC32_D12,20,20p11.23,18560992,18682251,121259,-,-
BAC84_K18,20,20p11.23,18562854,18683315,120461,-,-
BAC44_G02,20,20p11.23,18601219,18711527,110308,-,yes
BAC12_H10,20,20p11.23,18633614,18763022,129408,-,-
BAC35_B21,20,20p11.23,18644807,18773536,128729,-,-
BAC206_A18,20,BAC206-M13R_A18_081.ab1,18659286,18784071,124785,-,-
BAC39_J22,20,20p11.23,18659287,18773628,114341,-,yes
BAC132_N03,20,20p11.23,18818681,18941664,122983,-,yes
BAC80_N12,20,20p11.23,18847532,18946315,98783,-,-
BAC132_M11,20,20p11.23,18870350,18942973,72623,-,-
BAC20_H07,20,20p11.23,18877035,19064105,187070,-,yes
BAC86_F13,20,20p11.23,18914253,18993773,79520,-,-
BAC124_I06,20,20p11.23,18914253,19021055,106802,-,-
BAC178_A18,20,20p11.23,18914253,19021069,106816,-,-
BAC78_G05,20,20p11.23,18914253,19027508,113255,-,-
BAC248_O18,20,20p11.23,18923422,19001515,78093,-,-
BAC148_D04,20,20p11.23,18942994,19038881,95887,-,-
BAC183_E09,20,20p11.23,19001508,19092659,91151,-,yes
BAC12_L03,20,BAC12-T7_L03_048.ab1,19059555,19164999,105444,-,-
BAC63_L16,20,20p11.23,19121668,19219590,97922,-,yes
BAC78_L21,20,20p11.23,19176789,19289853,113064,-,-
BAC102_P04,20,20p11.23,19218494,19332650,114156,-,yes
BAC11_K07,20,20p11.23,19246322,19396178,149856,-,yes
BAC220_F21,20,20p11.23,19293911,19396172,102261,-,-
BAC234_J21,20,20p11.23,19361262,19451114,89852,-,yes
BAC109_M16,20,20p11.23,19401874,19491263,89389,-,yes
BAC53_L03,20,20p11.23,19478911,19565260,86349,-,yes
BAC49_H23,20,20p11.23,19491324,19602305,110981,-,-
BAC146_B02,20,20p11.23,19498119,19624604,126485,-,-
BAC51_M03,20,20p11.23,19512504,19634623,122119,-,yes
BAC248_H19,20,20p11.23,19524594,19609794,85200,-,-
BAC238_H08,20,20p11.23,19609788,19692363,82575,-,-
BAC163_O04,20,20p11.23,19609815,19701229,91414,-,-
BAC150_C06,20,20p11.23,19615099,19701452,86353,-,yes
BAC66_B21,20,20p11.23,19634757,19752840,118083,-,-
BAC42_C08,20,20p11.23,19650715,19783899,133184,-,-
BAC243_P13,20,20p11.23,19676140,19787138,110998,-,yes
BAC60_C05,20,20p11.23,19735797,19873334,137537,-,yes
